TEAM_NAME,GP,W,L,W_PCT,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,SEASON
Minnesota Timberwolves,82,31,51,0.378,2943,6702,0.439,450,1475,0.305,1515,2042,0.742,973,2473,3446,1836,1214.0,700,387,481,1509,1847,7851,-194.0,2012-13
New Orleans Hornets,82,27,55,0.329,2955,6589,0.448,535,1474,0.363,1269,1636,0.776,988,2426,3414,1721,1193.0,520,440,492,1673,1534,7714,-317.0,2012-13
New York Knicks,82,54,28,0.659,2996,6689,0.448,891,2371,0.376,1313,1729,0.759,890,2436,3326,1579,988.0,672,294,327,1650,1576,8196,347.0,2012-13
Oklahoma City Thunder,82,60,22,0.732,3126,6504,0.481,598,1588,0.377,1819,2196,0.828,854,2725,3579,1753,1253.0,679,624,322,1654,1698,8669,755.0,2012-13
Orlando Magic,82,20,62,0.244,3093,6904,0.448,506,1537,0.329,1026,1359,0.755,890,2612,3502,1871,1191.0,528,358,430,1591,1353,7718,-573.0,2012-13
Philadelphia 76ers,82,34,48,0.415,3059,6895,0.444,518,1438,0.36,1004,1377,0.729,896,2493,3389,1867,1070.0,609,384,396,1505,1331,7640,-274.0,2012-13
Phoenix Suns,82,25,57,0.305,3061,6917,0.443,480,1455,0.33,1203,1618,0.744,959,2454,3413,1855,1278.0,659,434,421,1688,1511,7805,-530.0,2012-13
Portland Trail Blazers,82,33,49,0.402,3009,6715,0.448,673,1904,0.353,1304,1680,0.776,874,2474,3348,1784,1203.0,538,353,359,1518,1537,7995,-260.0,2012-13
Sacramento Kings,82,28,54,0.341,3086,6904,0.447,610,1681,0.363,1437,1869,0.769,943,2385,3328,1708,1199.0,671,342,517,1717,1636,8219,-400.0,2012-13
San Antonio Spurs,82,58,24,0.707,3210,6675,0.481,663,1764,0.376,1365,1725,0.791,666,2721,3387,2058,1206.0,695,446,405,1427,1565,8448,525.0,2012-13
Toronto Raptors,82,34,48,0.415,2979,6685,0.446,571,1665,0.343,1442,1831,0.788,871,2426,3297,1765,1124.0,595,392,387,1836,1650,7971,-121.0,2012-13
Utah Jazz,82,43,39,0.524,3046,6710,0.454,507,1385,0.366,1439,1883,0.764,989,2457,3446,1859,1210.0,690,515,480,1750,1670,8038,-7.0,2012-13
Washington Wizards,82,29,53,0.354,2910,6693,0.435,545,1495,0.365,1279,1746,0.733,887,2652,3539,1775,1238.0,598,376,358,1681,1569,7644,-208.0,2012-13
,12,7,5,0.583,342,770,0.444,72,198,0.364,232,338,0.686,116,294,410,170,225.0,109,85,43,267,294,988,68.0,2013-14
,7,7,0,1.0,195,496,0.393,45,146,0.308,113,156,0.724,72,193,265,76,104.0,66,24,45,168,146,548,61.0,2013-14
,7,6,1,0.857,224,464,0.483,50,124,0.403,138,197,0.701,63,185,248,115,122.0,47,28,28,186,196,636,28.0,2013-14
,6,3,3,0.5,179,385,0.465,53,126,0.421,75,118,0.636,54,168,222,85,132.0,46,34,17,149,124,486,40.0,2013-14
,6,4,2,0.667,167,366,0.456,30,87,0.345,118,178,0.663,39,178,217,79,111.0,34,16,21,129,162,482,28.0,2013-14
,6,2,4,0.333,174,414,0.42,40,121,0.331,101,144,0.701,49,147,196,72,98.0,42,37,18,162,145,489,-14.0,2013-14
,6,2,4,0.333,171,448,0.382,28,122,0.23,108,154,0.701,83,153,236,68,107.0,35,20,29,150,165,478,-31.0,2013-14
,6,1,5,0.167,167,441,0.379,23,99,0.232,73,113,0.646,91,173,264,69,116.0,42,23,28,150,119,430,-46.0,2013-14
,6,1,5,0.167,175,432,0.405,56,140,0.4,67,98,0.684,57,131,188,75,82.0,48,19,31,137,118,473,-73.0,2013-14
,5,3,2,0.6,159,344,0.462,32,107,0.299,87,114,0.763,60,119,179,90,91.0,52,19,21,102,119,437,37.0,2013-14
,5,4,1,0.8,144,339,0.425,36,114,0.316,103,144,0.715,77,127,204,70,85.0,45,23,26,108,112,427,37.0,2013-14
,5,5,0,1.0,137,303,0.452,38,95,0.4,81,109,0.743,45,116,161,80,83.0,43,22,19,100,102,393,33.0,2013-14
,5,4,1,0.8,143,342,0.418,43,111,0.387,81,112,0.723,54,136,190,63,70.0,26,22,22,102,112,410,29.0,2013-14
,5,3,2,0.6,137,293,0.468,15,72,0.208,109,146,0.747,44,122,166,45,110.0,32,18,17,152,144,398,20.0,2013-14
,5,3,2,0.6,133,314,0.424,40,109,0.367,84,113,0.743,53,128,181,72,81.0,31,35,31,95,104,390,20.0,2013-14
,5,3,2,0.6,123,324,0.38,36,119,0.303,87,119,0.731,47,136,183,60,77.0,39,17,22,104,105,369,20.0,2013-14
,5,2,3,0.4,137,331,0.414,19,73,0.26,88,117,0.752,67,119,186,77,84.0,41,35,30,99,110,381,16.0,2013-14
,5,3,2,0.6,126,320,0.394,22,93,0.237,75,108,0.694,45,129,174,53,87.0,29,15,17,134,138,349,15.0,2013-14
,5,3,2,0.6,149,366,0.407,32,99,0.323,67,88,0.761,65,128,193,73,81.0,28,20,11,124,118,397,8.0,2013-14
,5,2,3,0.4,142,349,0.407,19,79,0.241,76,102,0.745,59,112,171,66,84.0,41,27,16,112,115,379,5.0,2013-14
,5,2,3,0.4,124,311,0.399,29,95,0.305,91,118,0.771,42,136,178,57,81.0,30,28,18,92,112,368,-4.0,2013-14
,5,2,3,0.4,141,324,0.435,16,59,0.271,65,89,0.73,41,114,155,47,68.0,26,21,18,113,117,363,-5.0,2013-14
,5,1,4,0.2,145,361,0.402,26,99,0.263,85,109,0.78,45,123,168,73,78.0,30,22,32,112,109,401,-19.0,2013-14
,5,2,3,0.4,143,321,0.445,28,74,0.378,112,138,0.812,39,108,147,73,82.0,56,18,21,114,108,426,-26.0,2013-14
,5,1,4,0.2,150,366,0.41,34,130,0.262,65,91,0.714,57,123,180,85,86.0,32,18,17,123,116,399,-28.0,2013-14
,5,2,3,0.4,131,335,0.391,31,102,0.304,84,124,0.677,65,119,184,74,98.0,58,22,30,115,88,377,-29.0,2013-14
,5,1,4,0.2,136,346,0.393,23,78,0.295,100,144,0.694,58,105,163,79,82.0,47,28,24,116,113,395,-39.0,2013-14
,5,2,3,0.4,153,370,0.414,11,63,0.175,65,99,0.657,74,145,219,51,85.0,29,14,24,128,106,382,-41.0,2013-14
,5,1,4,0.2,126,325,0.388,20,86,0.233,84,130,0.646,35,122,157,57,95.0,44,20,22,125,140,356,-60.0,2013-14
,5,0,5,0.0,135,335,0.403,24,82,0.293,90,116,0.776,47,119,166,75,103.0,46,18,40,123,107,384,-64.0,2013-14
Atlanta Hawks,82,38,44,0.463,3061,6688,0.458,768,2116,0.363,1392,1782,0.781,713,2565,3278,2041,1251.0,680,326,354,1577,1643,8282,-39.0,2013-14
Boston Celtics,82,25,57,0.305,2996,6883,0.435,575,1729,0.333,1325,1706,0.777,980,2505,3485,1726,1261.0,584,343,373,1743,1564,7892,-366.0,2013-14
Brooklyn Nets,82,44,38,0.537,2931,6391,0.459,709,1922,0.369,1508,2002,0.753,721,2407,3128,1714,1191.0,705,311,337,1777,1704,8079,-82.0,2013-14
Charlotte Bobcats,82,43,39,0.524,2976,6730,0.442,516,1471,0.351,1474,2000,0.737,776,2724,3500,1778,1010.0,499,421,415,1493,1716,7942,-18.0,2013-14
Chicago Bulls,82,48,34,0.585,2843,6577,0.432,508,1459,0.348,1486,1908,0.779,937,2683,3620,1860,1223.0,594,424,490,1565,1714,7680,152.0,2013-14
Cleveland Cavaliers,82,33,49,0.402,3036,6955,0.437,584,1640,0.356,1398,1861,0.751,989,2629,3618,1738,1163.0,579,304,461,1640,1599,8054,-270.0,2013-14
Dallas Mavericks,82,49,33,0.598,3249,6858,0.474,721,1877,0.384,1378,1733,0.795,840,2514,3354,1935,1110.0,704,356,288,1636,1633,8597,197.0,2013-14
Denver Nuggets,82,36,46,0.439,3147,7042,0.447,702,1959,0.358,1563,2154,0.726,1009,2717,3726,1838,1305.0,615,459,459,1890,1778,8559,-176.0,2013-14
Detroit Pistons,82,29,53,0.354,3182,7124,0.447,507,1580,0.321,1415,2111,0.67,1196,2525,3721,1714,1193.0,687,395,403,1666,1699,8286,-300.0,2013-14
Golden State Warriors,82,51,31,0.622,3236,7005,0.462,774,2037,0.38,1303,1731,0.753,896,2819,3715,1912,1247.0,642,407,342,1784,1584,8549,394.0,2013-14
Houston Rockets,82,54,28,0.659,3118,6603,0.472,779,2179,0.358,1814,2549,0.712,920,2797,3717,1755,1323.0,621,461,460,1676,1993,8829,374.0,2013-14
Indiana Pacers,82,56,26,0.683,2949,6573,0.449,550,1542,0.357,1485,1907,0.779,834,2831,3665,1651,1237.0,550,446,378,1675,1793,7933,361.0,2013-14
Los Angeles Clippers,82,57,25,0.695,3208,6761,0.474,693,1966,0.352,1741,2384,0.73,858,2668,3526,2016,1136.0,703,397,284,1767,1919,8850,572.0,2013-14
Los Angeles Lakers,82,27,55,0.329,3139,6980,0.45,774,2032,0.381,1390,1835,0.757,745,2620,3365,2006,1239.0,611,446,387,1627,1580,8442,-516.0,2013-14
Memphis Grizzlies,82,50,32,0.61,3122,6723,0.464,405,1147,0.353,1235,1666,0.741,950,2526,3476,1792,1124.0,631,375,410,1568,1553,7884,129.0,2013-14
Miami Heat,82,54,28,0.659,3142,6272,0.501,665,1829,0.364,1431,1884,0.76,627,2397,3024,1847,1212.0,732,367,256,1596,1675,8380,390.0,2013-14
Milwaukee Bucks,82,15,67,0.183,2952,6737,0.438,548,1553,0.353,1377,1843,0.747,971,2399,3370,1760,1238.0,541,403,413,1713,1690,7829,-671.0,2013-14
Minnesota Timberwolves,82,40,42,0.488,3189,7175,0.444,600,1757,0.341,1790,2301,0.778,1024,2644,3668,1963,1142.0,718,297,457,1504,1936,8768,219.0,2013-14
New Orleans Pelicans,82,34,48,0.415,3101,6761,0.459,486,1303,0.373,1489,1936,0.769,933,2486,3419,1745,1129.0,647,523,504,1857,1664,8177,-222.0,2013-14
New York Knicks,82,37,45,0.451,3027,6739,0.449,759,2038,0.372,1271,1670,0.761,870,2437,3307,1641,1063.0,631,367,277,1815,1611,8084,-65.0,2013-14
Oklahoma City Thunder,82,59,23,0.72,3194,6782,0.471,664,1839,0.361,1653,2052,0.806,887,2781,3668,1794,1256.0,678,501,296,1858,1672,8705,520.0,2013-14
Orlando Magic,82,23,59,0.28,3022,6784,0.445,563,1596,0.353,1307,1714,0.763,794,2654,3448,1726,1222.0,630,350,445,1678,1500,7914,-446.0,2013-14
Philadelphia 76ers,82,19,63,0.232,3108,7150,0.435,577,1847,0.312,1362,1918,0.71,949,2556,3505,1791,1384.0,765,330,558,1844,1686,8155,-857.0,2013-14
Phoenix Suns,82,48,34,0.585,3172,6845,0.463,765,2055,0.372,1520,2004,0.758,928,2601,3529,1563,1258.0,688,374,332,1798,1749,8629,216.0,2013-14
Portland Trail Blazers,82,54,28,0.659,3207,7134,0.45,770,2071,0.372,1569,1926,0.815,1022,2786,3808,1904,1125.0,454,387,304,1576,1698,8753,327.0,2013-14
Sacramento Kings,82,28,54,0.341,3026,6766,0.447,491,1475,0.333,1698,2237,0.759,990,2656,3646,1547,1249.0,587,318,459,1849,1897,8241,-238.0,2013-14
San Antonio Spurs,82,62,20,0.756,3326,6844,0.486,698,1757,0.397,1289,1642,0.785,762,2786,3548,2064,1180.0,604,420,379,1495,1585,8639,633.0,2013-14
Toronto Raptors,82,48,34,0.585,2992,6718,0.445,713,1917,0.372,1608,2055,0.782,935,2552,3487,1737,1159.0,577,343,352,1882,1815,8305,266.0,2013-14
Utah Jazz,82,25,57,0.305,2951,6652,0.444,543,1577,0.344,1346,1803,0.747,904,2477,3381,1664,1200.0,570,366,401,1699,1673,7791,-588.0,2013-14
Washington Wizards,82,44,38,0.537,3177,6920,0.459,647,1704,0.38,1253,1715,0.731,886,2573,3459,1909,1204.0,668,377,320,1675,1600,8254,104.0,2013-14
,13,6,7,0.462,353,880,0.401,102,349,0.292,245,333,0.736,128,313,441,177,240.0,112,28,60,327,316,1053,-5.0,2014-15
,11,6,5,0.545,316,747,0.423,70,228,0.307,213,298,0.715,123,279,402,134,184.0,102,50,47,269,284,915,41.0,2014-15
,11,3,8,0.273,327,752,0.435,81,256,0.316,215,274,0.785,119,248,367,178,188.0,97,41,43,262,264,950,-10.0,2014-15
,7,6,1,0.857,193,410,0.471,41,102,0.402,134,178,0.753,53,205,258,80,118.0,31,35,19,156,167,561,59.0,2014-15
,7,3,4,0.429,176,468,0.376,50,153,0.327,140,197,0.711,84,184,268,79,110.0,44,32,29,179,191,542,-13.0,2014-15
,6,4,2,0.667,186,447,0.416,39,121,0.322,112,134,0.836,63,160,223,94,68.0,47,18,32,157,142,523,43.0,2014-15
,6,5,1,0.833,163,392,0.416,32,106,0.302,119,165,0.721,60,188,248,82,125.0,39,28,20,139,162,477,26.0,2014-15
,6,2,4,0.333,162,387,0.419,37,126,0.294,108,134,0.806,52,149,201,72,114.0,49,20,17,149,143,469,-14.0,2014-15
,6,2,4,0.333,167,404,0.413,32,88,0.364,120,163,0.736,81,143,224,70,102.0,38,18,26,124,150,486,-36.0,2014-15
,5,4,1,0.8,150,331,0.453,52,123,0.423,84,107,0.785,36,132,168,79,62.0,35,14,23,111,96,436,69.0,2014-15
,5,3,2,0.6,145,326,0.445,34,105,0.324,90,138,0.652,38,137,175,66,82.0,50,24,17,141,141,414,52.0,2014-15
,5,4,1,0.8,154,327,0.471,25,72,0.347,117,157,0.745,54,143,197,82,84.0,33,29,15,116,133,450,41.0,2014-15
,5,4,1,0.8,141,343,0.411,30,99,0.303,89,108,0.824,52,122,174,62,70.0,35,22,24,148,116,401,41.0,2014-15
,5,3,2,0.6,138,338,0.408,22,78,0.282,111,138,0.804,64,116,180,73,75.0,46,11,23,108,123,409,23.0,2014-15
,5,3,2,0.6,153,356,0.43,34,113,0.301,56,84,0.667,55,142,197,86,85.0,33,26,24,99,113,396,23.0,2014-15
,5,4,1,0.8,146,311,0.469,28,103,0.272,103,142,0.725,41,138,179,60,83.0,29,18,23,122,129,423,22.0,2014-15
,5,3,2,0.6,144,319,0.451,29,90,0.322,89,131,0.679,47,135,182,78,78.0,36,22,17,119,116,406,17.0,2014-15
,5,2,3,0.4,129,344,0.375,22,97,0.227,91,142,0.641,58,142,200,49,99.0,44,30,30,129,122,371,5.0,2014-15
,5,3,2,0.6,146,320,0.456,43,120,0.358,102,135,0.756,42,134,176,76,83.0,38,11,11,118,117,437,0.0,2014-15
,5,2,3,0.4,132,322,0.41,26,90,0.289,83,115,0.722,42,119,161,62,78.0,38,12,15,103,99,373,-4.0,2014-15
,5,3,2,0.6,142,369,0.385,41,152,0.27,91,122,0.746,51,121,172,88,65.0,53,15,23,122,114,416,-9.0,2014-15
,5,2,3,0.4,144,363,0.397,27,95,0.284,86,114,0.754,52,126,178,49,81.0,42,18,21,118,109,401,-17.0,2014-15
,5,2,3,0.4,153,336,0.455,40,102,0.392,66,107,0.617,56,119,175,64,70.0,30,23,17,110,115,412,-31.0,2014-15
,5,1,4,0.2,143,359,0.398,39,120,0.325,82,105,0.781,56,122,178,70,72.0,43,26,17,115,98,407,-35.0,2014-15
,5,2,3,0.4,138,309,0.447,28,90,0.311,104,165,0.63,55,112,167,78,100.0,48,21,21,131,137,408,-36.0,2014-15
,5,2,3,0.4,141,336,0.42,24,91,0.264,80,111,0.721,43,118,161,47,94.0,33,20,21,109,119,386,-42.0,2014-15
,5,1,4,0.2,148,332,0.446,29,93,0.312,112,133,0.842,43,119,162,101,101.0,50,22,21,131,109,437,-45.0,2014-15
,5,1,4,0.2,139,319,0.436,15,58,0.259,75,113,0.664,47,115,162,65,97.0,40,17,10,135,112,368,-46.0,2014-15
,5,1,4,0.2,134,323,0.415,15,77,0.195,88,133,0.662,42,152,194,37,101.0,32,22,19,107,132,371,-53.0,2014-15
,5,2,3,0.4,117,292,0.401,38,124,0.306,96,122,0.787,37,134,171,55,119.0,34,17,16,145,120,368,-61.0,2014-15
Atlanta Hawks,82,60,22,0.732,3121,6699,0.466,818,2152,0.38,1349,1735,0.778,715,2611,3326,2111,1167.0,744,380,404,1457,1611,8409,445.0,2014-15
Boston Celtics,82,40,42,0.488,3193,7211,0.443,660,2021,0.327,1266,1678,0.754,910,2685,3595,2009,1133.0,674,294,431,1738,1545,8312,13.0,2014-15
Brooklyn Nets,82,38,44,0.463,3069,6804,0.451,541,1633,0.331,1359,1817,0.748,846,2627,3473,1716,1133.0,576,340,372,1579,1641,8038,-236.0,2014-15
Charlotte Hornets,82,33,49,0.402,2913,6932,0.42,498,1566,0.318,1397,1867,0.748,820,2793,3613,1654,976.0,499,448,440,1494,1708,7721,-260.0,2014-15
Chicago Bulls,82,50,32,0.61,3001,6797,0.442,645,1825,0.353,1618,2067,0.783,959,2792,3751,1781,1145.0,514,476,443,1495,1736,8265,246.0,2014-15
Cleveland Cavaliers,82,53,29,0.646,3089,6739,0.458,826,2253,0.367,1453,1934,0.751,911,2612,3523,1814,1171.0,603,340,368,1510,1685,8457,367.0,2014-15
